H0,H1,H2,date,alias
"Vehicle strikes multiple protesters in Washington, 2 people sent to hospital",,,2020-07-06,abcnews
Trump goes on the attack on Independence Day,,,2020-07-06,abcnews
Trump holds back-to-back rallies,,,2020-07-06,abcnews
"Biden, Trump spar over leadership capability as COVID-19 cases rise",,,2020-07-06,abcnews
"Trump returns to defense of statues, attacks media in July 4th remarks",,,2020-07-06,abcnews
"Kimberly Guilfoyle, Donald Trump Jr.'s girlfriend, tests positive for coronavirus",,,2020-07-06,abcnews
"Why do Trump, allies repost racist messaging and will it help his reelection effort?",,,2020-07-06,abcnews
"Trump ambassador nominee must withdraw over role in 'racist' flyer, Democrat demands",,,2020-07-06,abcnews
Congress is on recess for 2 weeks. Heres where they leave off on COVID-19 relief.,,,2020-07-06,abcnews
"ACLU sues AG Barr, feds to delay execution amid coronavirus pandemic",,,2020-07-06,abcnews
Trump claims new jobs numbers show economy is 'roaring back' from coronavirus,,,2020-07-06,abcnews
Service has shaped Sen. Tammy Duckworth. Is her next post in the White House?,,,2020-07-06,abcnews
Biden raises more money than Trump for 2nd straight month,,,2020-07-06,abcnews
"Trump claims 'all for masks,' even for himself, despite never wearing one in public",,,2020-07-06,abcnews
"Democrats, Biden look to accelerate Southern political shift",,,2020-07-06,abcnews
"Amid furor over monuments, Trump seeks 'garden' of US heroes",,,2020-07-06,abcnews
Top Marine aims to boost Corps' mobility while addressing social issues,,,2020-07-06,abcnews
Reopened for business: Here's how states responded to coronavirus in May,,,2020-07-06,abcnews
Economy vs. death: How April shaped Americas coronavirus response,,,2020-07-06,abcnews
How did we get here? Americans' response to coronavirus in March,,,2020-07-06,abcnews
Should you wear gloves while you grocery shop?,,,2020-07-06,abcnews
Coronavirus testing in the US,,,2020-07-06,abcnews
Timeline: Trumps response to the coronavirus pandemic,,,2020-07-06,abcnews
How can antibodies be used to treat COVID-19: Blood plasma explained,,,2020-07-06,abcnews
PPE shortage: How did it happen?,,,2020-07-06,abcnews
Coronavirus and the human body,,,2020-07-06,abcnews
Cosby citing systemic racism as he fights assault conviction,,,2020-07-06,abcnews
Spaghetti Western movie composer Ennio Morricone dead at 91,,,2020-07-06,abcnews
White-throated sparrows' new tune 'going viral',,,2020-07-06,abcnews
Coronavirus testing a stress threat for athletic budgets,,,2020-07-06,abcnews
PHOTOS: Coronavirus outbreak sparks global health emergency,,,2020-07-06,abcnews
"Anxiety, depression increasing among mothers during the COVID-19 pandemic",,,2020-07-06,abcnews
Masks are a flashpoint. Here's what science says about them.,,,2020-07-06,abcnews
Man in famous 9/11 photo dies from COVID-19 in Florida,,,2020-07-06,abcnews
"Santiago Manuin, tireless defender of the Amazon rainforest, succumbs to COVID-19",,,2020-07-06,abcnews
'Lift Every Voice and Sing' hymn ignites hope across nation,,,2020-07-06,abcnews
"Statues come down, storms roll in, protests continue: This Week in Pictures",,,2020-07-06,abcnews
Want to be able to edit your Tweets? Convince 'everyone' to wear a mask,,,2020-07-06,abcnews
"11-year-old sews 500 blankets and over 1,000 masks for kids in need",,,2020-07-06,abcnews
Camping-themed art lessons to keep kids busy all summer long,,,2020-07-06,abcnews
"This 10-year-old made over 2,500 art kits for kids across the country",,,2020-07-06,abcnews
Scenes of the Summer,,,2020-07-06,abcnews
Randy Travis' wife reflects on how his life suddenly changed after his 2013 stroke,,,2020-07-06,abcnews
'Dirty Dancing' star Jennifer Grey and Clark Gregg announce divorce after 19 years,,,2020-07-06,abcnews
There's a new perfume launching that smells like outer space,,,2020-07-06,abcnews
Classic camp games to play at home with your family,,,2020-07-06,abcnews
Mom alleges in lawsuit she was fired for kids' noise while working from home,,,2020-07-06,abcnews
"Happy belated birthday to 'Gone With the Wind' star Olivia de Havilland, who is 104",,,2020-07-06,abcnews
Black woman begins history-making job as dean of prestigious school,,,2020-07-06,abcnews
"Zendaya, Awkwafina and more stars invited to become Academy members",,,2020-07-06,abcnews
July 4th fireworks can be stressful for dogs: 6 tips can keep them calm and safe,,,2020-07-06,abcnews
Ringo Starr shares details about his upcoming 80th birthday celebration,,,2020-07-06,abcnews
Sarah Hyland talks putting wedding plans 'on hold' due to COVID-19 pandemic,,,2020-07-06,abcnews
Serena Williams and mini-me daughter wear matching tennis outfits on the court,,,2020-07-06,abcnews
Jennifer Garner gives sincere breakup advice to brokenhearted fan,,,2020-07-06,abcnews
Brie Larson joins You,,,2020-07-06,abcnews
Tube: See the 'Captain Marvel' star's 1st video,,,2020-07-06,abcnews
This portable air conditioner uses evaporative cooling to keep you cool anywhere,,,2020-07-06,abcnews
Alicia Keys wants to change how we approach offensive language in music,,,2020-07-06,abcnews
"Messages of hope, humor and guidance during coronavirus lockdown: Photos",,,2020-07-06,abcnews
Photos: Puppet and marionette museum,,,2020-07-06,abcnews
"Hugh Downs, Carl Reiner, Joel Schumacher and other notable people who died in 2020",,,2020-07-06,abcnews
"PHOTOS: Death of George Floyd sparks widespread outcry, protests",,,2020-07-06,abcnews
Photos: George Floyd murals around the world,,,2020-07-06,abcnews
"Children 7, 8 and 14 killed in rash of shootings",,,2020-07-06,abcnews
"Tree falls on garage during storm, injuring 19",,,2020-07-06,abcnews
FDA leader stops short of Trump promise on vaccine,,,2020-07-06,abcnews
Kanye West announces he's running for president,,,2020-07-06,abcnews
Woman dies falling into Grand Canyon,,,2020-07-06,abcnews
"2 dead, 8 injured in nightclub shooting",,,2020-07-06,abcnews
2 Oklahoma police officers charged with murder,,,2020-07-06,abcnews
Timeline: Missing Fort Hood soldier,,,2020-07-06,abcnews
Over 350 elephants mysteriously died ,,,2020-07-06,abcnews
Movie composer Ennio Morricone dead at 91,,,2020-07-06,abcnews
Frederick Douglass statue vandalized in Rochester,,,2020-07-06,abcnews
Czech volunteers develop working lung ventilator,,,2020-07-06,abcnews
UK's lockdown-hit arts venues to get $2,,,2020-07-06,abcnews
"Oregon protesters clash with cops, throw fireworks",,,2020-07-06,abcnews
Men yelled racial slurs at Black family in Oregon,,,2020-07-06,abcnews
'Killed a baby:' 8-year-old girl killed in Atlanta,,,2020-07-06,abcnews
6-year-old boy fatally shot in San Francisco,,,2020-07-06,abcnews
Officer charged in Floyd's death posts $750,,,2020-07-06,abcnews
EU official criticized for breaching conduct code,,,2020-07-06,abcnews
"NHL, NHLPA agree on protocols to resume season",,,2020-07-06,abcnews
"Ex-MLB pitcher, 3 others die in plane crash",,,2020-07-06,abcnews
Thousands rally for BLM protests in Australia,,,2020-07-06,abcnews
Rocket fired toward US Embassy in Iraq hurts child,,,2020-07-06,abcnews
"Phoenix drops 'Robert E. Lee,' 'Squaw Peak' names",,,2020-07-06,abcnews
"Tok, other apps amid border standoff",,,2020-07-06,abcnews
"As Paris Fashion Week is streamed, critics look to future",,,2020-07-06,abcnews
Athletes protest over student's Floyd tweet,,,2020-07-06,abcnews
Facebook groups pivot to attacks on BLM,,,2020-07-06,abcnews
6 dead in Turkey fireworks factory explosion,,,2020-07-06,abcnews
July 4 fuels worries about increasing virus cases,,,2020-07-06,abcnews
Protesters topple Columbus statue in Baltimore,,,2020-07-06,abcnews
New French PM to focus on saving factory jobs,,,2020-07-06,abcnews
Christopher Columbus statue thrown into Baltimore harbor ,,,2020-07-06,abcnews
UK pubs reopen on 'Super Saturday',,,2020-07-06,abcnews
Flyover passes over New York City on July 4th,,,2020-07-06,abcnews
Adorable 3-year-old sings patriotic anthems ,,,2020-07-06,abcnews
The Fullest Look Yet at the Racial Inequity of Coronavirus,New federal data provides the most comprehensive view to date of how Black and Latino people have been likelier than their white peers to contract the virus and die from it.,,2020-07-06,nytimes
Coronavirus Live Updates: U.S. Federal Workers Head Back to Offices,The move could jeopardize progress in one of the few regions where the virus is on the decline: Washington. New data shows the pandemics disproportionate effect on Blacks and Latinos in the United States.,,2020-07-06,nytimes
Are Protests Unsafe? What Experts Say May Depend on Whos Protesting What,Public health experts decried the anti-lockdown protests last spring as dangerous gatherings in a pandemic. Health experts seem less comfortable doing so now that the marches are against racism.,,2020-07-06,nytimes
"As the Virus Surged, Florida Partied. Tracking the Revelers Has Been Tough.","With the coronavirus exploding, trying to trace the contacts of every positive case has become unrealistic in Florida, especially among elusive partygoers.",,2020-07-06,nytimes
Our Cash-Free Future Is Getting Closer,The pandemic is propelling a shift toward a cashless society in ways that no other single event has. Experts say thats not necessarily a good thing.,,2020-07-06,nytimes
Why New York Buses Are on the Rise in a Subway City,"During the coronavirus pandemic, daily ridership on buses has surpassed the subway for the first time in over half a century.",,2020-07-06,nytimes
The Swamp Is Coming From Inside Trumps Campaign,"Lobbyists like David Urban, whose connections start at the very top, are thriving as they help the presidents re-election effort while aiding corporate clients.",,2020-07-06,nytimes
Strategic Empathy: How Bidens Informal Diplomacy Shaped Foreign Relations,"President Trump is attacking his record on China. But for Mr. Biden, its part of a long history of befriending and sometimes confronting world leaders.",,2020-07-06,nytimes
Progressives Doubted Joe Biden on Climate Change. Can He Win Them Over?,A task force designed to help shape Mr. Bidens climate plan has recommended that he embrace moving to 100 percent renewable electricity in 15 years and a rapid transition to energy-efficient buildings.,,2020-07-06,nytimes
Chicago Gun Violence Spikes and Increasingly Finds the Youngest Victims,Nine children under the age of 18 have been shot dead in Chicago since June 20.,,2020-07-06,nytimes
"Nick Cordero, Nominated for Tony as Tap-Dancing Tough Guy, Dies at 41",The Broadway actors battle with the coronavirus was followed closely by many as his wife chronicled his experience on social media.,,2020-07-06,nytimes
"Ennio Morricone, Influential Creator of Music for Modern Cinema, Dies at 91",The Italian composer wrote atmospheric scores for spaghetti westerns and some 500 films by a Whos Who of international directors.,,2020-07-06,nytimes
Four New Insights About the Coronavirus,A look at what scientists have learned about how the virus takes hold in the body and where the risk of infection is highest.,,2020-07-06,nytimes
"Bogus Ideas Have Superspreaders, Too",Internet companies should treat people with big followings differently.,,2020-07-06,nytimes
"Jules Feiffer on His Long, Varied Career","Feiffer talks about his new picture book and more, and Steve Inskeep discusses Imperfect Union.",,2020-07-06,nytimes
Im a Direct Descendant of Thomas Jefferson. Take Down His Memorial.,Monticello is shrine enough for a man who wrote that all men are created equal and yet never did much to make those words come true.,,2020-07-06,nytimes
Everyones an Antiracist. Now What?,Recognizing that Black people deserve dignity isnt progress.,,2020-07-06,nytimes
How to Sell Your Rape Story,Is your story exceptional? Isnt the fact that its not exceptional the most exceptional thing about it?,,2020-07-06,nytimes
Tell the Truth and Shame the Devil,"For Trump, the truth about patriarchal white supremacy defiles the American heroes who practiced it.",,2020-07-06,nytimes
Borders Wont Protect Your Country From Coronavirus,Rich nations need to help poor ones now. Its morally right  and in everyones self-interest.,,2020-07-06,nytimes
